sale_id,sale_date,customer_name,email,region_name,product_name,category,quantity,sale_amount
360,2024-02-18,Rahul Iyer,rahul.iyer@example.com,East,Laptop,Electronics,4,300000.0
534,2024-03-02,Rahul Verma,rahul.verma@example.com,East,Laptop,Electronics,4,300000.0
633,2024-03-31,Sneha Reddy,sneha.reddy@example.com,East,Laptop,Electronics,1,75000.0
693,2023-08-25,Karan Sharma,karan.sharma@example.com,East,Laptop,Electronics,2,150000.0
715,2023-03-19,Simran Singh,simran.singh@example.com,East,Laptop,Electronics,4,300000.0
744,2023-06-26,Neha Patel,neha.patel@example.com,East,Laptop,Electronics,5,375000.0
789,2024-03-10,Rahul Mehta,rahul.mehta@example.com,East,Laptop,Electronics,3,225000.0
812,2024-07-25,Karan Chopra,karan.chopra@example.com,East,Laptop,Electronics,3,225000.0
834,2023-10-23,Amit Kumar,amit.kumar@example.com,East,Laptop,Electronics,5,375000.0
851,2023-07-22,Ravi Sharma,ravi.sharma@example.com,East,Laptop,Electronics,5,375000.0
918,2024-12-31,Priya Patel,priya.patel@example.com,East,Laptop,Electronics,1,75000.0
944,2024-09-27,Ravi Patel,ravi.patel@example.com,East,Laptop,Electronics,5,375000.0
952,2023-08-18,Arjun Reddy,arjun.reddy@example.com,East,Laptop,Electronics,3,225000.0
97,2024-11-28,Simran Patel,simran.patel@example.com,South,Laptop,Electronics,5,375000.0
101,2024-01-08,Sneha Patel,sneha.patel@example.com,South,Laptop,Electronics,3,225000.0
128,2024-12-29,Arjun Verma,arjun.verma@example.com,South,Laptop,Electronics,2,150000.0
134,2023-06-20,Karan Gupta,karan.gupta@example.com,South,Laptop,Electronics,3,225000.0
255,2024-05-30,Ravi Reddy,ravi.reddy@example.com,South,Laptop,Electronics,5,375000.0
264,2023-09-30,Ravi Patel,ravi.patel@example.com,South,Laptop,Electronics,4,300000.0
346,2024-12-20,Arjun Reddy,arjun.reddy@example.com,South,Laptop,Electronics,5,375000.0
357,2024-01-20,Arjun Kumar,arjun.kumar@example.com,South,Laptop,Electronics,4,300000.0
487,2023-02-13,Priya Sharma,priya.sharma@example.com,South,Laptop,Electronics,1,75000.0
491,2024-12-09,Ravi Chopra,ravi.chopra@example.com,South,Laptop,Electronics,5,375000.0
502,2023-11-23,Pooja Patel,pooja.patel@example.com,South,Laptop,Electronics,2,150000.0
528,2023-06-15,Priya Kumar,priya.kumar@example.com,South,Laptop,Electronics,2,150000.0
604,2024-06-23,Arjun Patel,arjun.patel@example.com,South,Laptop,Electronics,4,300000.0
692,2023-11-11,Karan Reddy,karan.reddy@example.com,South,Laptop,Electronics,5,375000.0
697,2024-01-10,Arjun Gupta,arjun.gupta@example.com,South,Laptop,Electronics,1,75000.0
885,2024-04-06,Ravi Chopra,ravi.chopra@example.com,South,Laptop,Electronics,2,150000.0
900,2023-04-19,Amit Verma,amit.verma@example.com,South,Laptop,Electronics,1,75000.0
923,2024-09-28,Pooja Iyer,pooja.iyer@example.com,South,Laptop,Electronics,5,375000.0
4,2024-04-07,Priya Singh,priya.singh@example.com,North,Laptop,Electronics,2,150000.0
35,2024-02-23,Karan Singh,karan.singh@example.com,North,Laptop,Electronics,2,150000.0
52,2024-01-07,Neha Singh,neha.singh@example.com,North,Laptop,Electronics,4,300000.0
60,2023-02-12,Priya Patel,priya.patel@example.com,North,Laptop,Electronics,5,375000.0
79,2023-02-01,Priya Chopra,priya.chopra@example.com,North,Laptop,Electronics,4,300000.0
186,2024-10-14,Neha Patel,neha.patel@example.com,North,Laptop,Electronics,5,375000.0
245,2024-04-29,Simran Mehta,simran.mehta@example.com,North,Laptop,Electronics,4,300000.0
260,2023-11-04,Amit Sharma,amit.sharma@example.com,North,Laptop,Electronics,4,300000.0
267,2023-07-21,Amit Reddy,amit.reddy@example.com,North,Laptop,Electronics,2,150000.0
379,2023-12-11,Priya Kumar,priya.kumar@example.com,North,Laptop,Electronics,5,375000.0
406,2023-01-29,Karan Singh,karan.singh@example.com,North,Laptop,Electronics,2,150000.0
432,2023-09-22,Amit Verma,amit.verma@example.com,North,Laptop,Electronics,1,75000.0
530,2023-09-05,Karan Gupta,karan.gupta@example.com,North,Laptop,Electronics,2,150000.0
605,2023-03-25,Neha Kumar,neha.kumar@example.com,North,Laptop,Electronics,5,375000.0
611,2023-11-13,Rahul Patel,rahul.patel@example.com,North,Laptop,Electronics,3,225000.0
645,2023-09-20,Pooja Patel,pooja.patel@example.com,North,Laptop,Electronics,5,375000.0
653,2024-09-19,Pooja Kumar,pooja.kumar@example.com,North,Laptop,Electronics,3,225000.0
657,2024-05-20,Priya Patel,priya.patel@example.com,North,Laptop,Electronics,3,225000.0
670,2024-01-07,Neha Chopra,neha.chopra@example.com,North,Laptop,Electronics,4,300000.0
671,2023-12-18,Ravi Patel,ravi.patel@example.com,North,Laptop,Electronics,1,75000.0
694,2024-05-18,Amit Gupta,amit.gupta@example.com,North,Laptop,Electronics,4,300000.0
735,2023-05-04,Rahul Patel,rahul.patel@example.com,North,Laptop,Electronics,5,375000.0
836,2023-03-25,Arjun Verma,arjun.verma@example.com,North,Laptop,Electronics,3,225000.0
887,2023-07-20,Rahul Iyer,rahul.iyer@example.com,North,Laptop,Electronics,3,225000.0
888,2024-06-04,Neha Kumar,neha.kumar@example.com,North,Laptop,Electronics,1,75000.0
892,2024-03-31,Rahul Iyer,rahul.iyer@example.com,North,Laptop,Electronics,4,300000.0
999,2023-08-07,Karan Reddy,karan.reddy@example.com,North,Laptop,Electronics,1,75000.0
58,2023-12-30,Pooja Iyer,pooja.iyer@example.com,Central,Mobile Phone,Electronics,5,125000.0
84,2023-08-11,Ravi Patel,ravi.patel@example.com,Central,Mobile Phone,Electronics,2,50000.0
130,2023-04-20,Ravi Chopra,ravi.chopra@example.com,Central,Mobile Phone,Electronics,1,25000.0
133,2024-11-23,Rahul Reddy,rahul.reddy@example.com,Central,Mobile Phone,Electronics,3,75000.0
169,2024-08-31,Pooja Iyer,pooja.iyer@example.com,Central,Mobile Phone,Electronics,2,50000.0
179,2024-07-04,Priya Sharma,priya.sharma@example.com,Central,Mobile Phone,Electronics,1,25000.0
210,2023-07-30,Arjun Singh,arjun.singh@example.com,Central,Mobile Phone,Electronics,4,100000.0
243,2024-07-04,Amit Reddy,amit.reddy@example.com,Central,Mobile Phone,Electronics,2,50000.0
339,2024-08-27,Simran Singh,simran.singh@example.com,Central,Mobile Phone,Electronics,2,50000.0
366,2023-11-25,Neha Sharma,neha.sharma@example.com,Central,Mobile Phone,Electronics,5,125000.0
368,2024-07-05,Priya Patel,priya.patel@example.com,Central,Mobile Phone,Electronics,1,25000.0
381,2023-01-13,Neha Verma,neha.verma@example.com,Central,Mobile Phone,Electronics,1,25000.0
478,2024-09-30,Karan Gupta,karan.gupta@example.com,Central,Mobile Phone,Electronics,3,75000.0
510,2024-04-09,Arjun Verma,arjun.verma@example.com,Central,Mobile Phone,Electronics,1,25000.0
537,2023-06-06,Pooja Sharma,pooja.sharma@example.com,Central,Mobile Phone,Electronics,3,75000.0
599,2023-01-28,Rahul Reddy,rahul.reddy@example.com,Central,Mobile Phone,Electronics,2,50000.0
630,2024-07-25,Karan Singh,karan.singh@example.com,Central,Mobile Phone,Electronics,5,125000.0
637,2024-10-02,Karan Sharma,karan.sharma@example.com,Central,Mobile Phone,Electronics,1,25000.0
695,2024-09-20,Neha Patel,neha.patel@example.com,Central,Mobile Phone,Electronics,5,125000.0
733,2023-01-09,Neha Mehta,neha.mehta@example.com,Central,Mobile Phone,Electronics,1,25000.0
771,2024-03-28,Simran Gupta,simran.gupta@example.com,Central,Mobile Phone,Electronics,5,125000.0
801,2024-03-15,Priya Patel,priya.patel@example.com,Central,Mobile Phone,Electronics,4,100000.0
848,2024-06-29,Rahul Chopra,rahul.chopra@example.com,Central,Mobile Phone,Electronics,4,100000.0
930,2023-12-22,Arjun Verma,arjun.verma@example.com,Central,Mobile Phone,Electronics,2,50000.0
39,2023-04-25,Simran Patel,simran.patel@example.com,West,Mobile Phone,Electronics,1,25000.0
145,2023-09-18,Rahul Singh,rahul.singh@example.com,West,Mobile Phone,Electronics,1,25000.0
146,2024-12-27,Arjun Reddy,arjun.reddy@example.com,West,Mobile Phone,Electronics,4,100000.0
148,2024-05-13,Ravi Reddy,ravi.reddy@example.com,West,Mobile Phone,Electronics,4,100000.0
211,2023-06-29,Rahul Reddy,rahul.reddy@example.com,West,Mobile Phone,Electronics,5,125000.0
354,2024-09-30,Simran Singh,simran.singh@example.com,West,Mobile Phone,Electronics,3,75000.0
465,2024-08-06,Karan Chopra,karan.chopra@example.com,West,Mobile Phone,Electronics,2,50000.0
471,2023-12-11,Pooja Iyer,pooja.iyer@example.com,West,Mobile Phone,Electronics,5,125000.0
476,2023-01-03,Neha Mehta,neha.mehta@example.com,West,Mobile Phone,Electronics,1,25000.0
539,2023-12-06,Simran Patel,simran.patel@example.com,West,Mobile Phone,Electronics,3,75000.0
566,2024-11-14,Priya Patel,priya.patel@example.com,West,Mobile Phone,Electronics,2,50000.0
579,2023-05-18,Simran Mehta,simran.mehta@example.com,West,Mobile Phone,Electronics,1,25000.0
588,2024-03-22,Ravi Patel,ravi.patel@example.com,West,Mobile Phone,Electronics,5,125000.0
665,2024-11-14,Amit Reddy,amit.reddy@example.com,West,Mobile Phone,Electronics,5,125000.0
742,2023-01-08,Rahul Chopra,rahul.chopra@example.com,West,Mobile Phone,Electronics,3,75000.0
766,2023-06-26,Ravi Patel,ravi.patel@example.com,West,Mobile Phone,Electronics,1,25000.0
822,2023-01-08,Sneha Kumar,sneha.kumar@example.com,West,Mobile Phone,Electronics,2,50000.0
838,2024-10-24,Sneha Iyer,sneha.iyer@example.com,West,Mobile Phone,Electronics,3,75000.0
959,2024-02-16,Ravi Patel,ravi.patel@example.com,West,Mobile Phone,Electronics,4,100000.0
48,2024-08-20,Simran Patel,simran.patel@example.com,East,Mobile Phone,Electronics,1,25000.0
62,2024-11-26,Priya Chopra,priya.chopra@example.com,East,Mobile Phone,Electronics,4,100000.0
66,2023-07-29,Pooja Iyer,pooja.iyer@example.com,East,Mobile Phone,Electronics,3,75000.0
135,2023-10-19,Amit Reddy,amit.reddy@example.com,East,Mobile Phone,Electronics,3,75000.0
136,2023-10-06,Rahul Sharma,rahul.sharma@example.com,East,Mobile Phone,Electronics,5,125000.0
197,2023-02-06,Sneha Reddy,sneha.reddy@example.com,East,Mobile Phone,Electronics,1,25000.0
200,2024-02-24,Priya Singh,priya.singh@example.com,East,Mobile Phone,Electronics,2,50000.0
204,2023-10-23,Ravi Reddy,ravi.reddy@example.com,East,Mobile Phone,Electronics,5,125000.0
238,2023-04-12,Arjun Reddy,arjun.reddy@example.com,East,Mobile Phone,Electronics,2,50000.0
247,2024-11-09,Amit Singh,amit.singh@example.com,East,Mobile Phone,Electronics,4,100000.0
311,2023-05-11,Sneha Reddy,sneha.reddy@example.com,East,Mobile Phone,Electronics,1,25000.0
423,2023-01-17,Pooja Sharma,pooja.sharma@example.com,East,Mobile Phone,Electronics,3,75000.0
443,2024-11-06,Arjun Verma,arjun.verma@example.com,East,Mobile Phone,Electronics,5,125000.0
464,2023-07-12,Rahul Chopra,rahul.chopra@example.com,East,Mobile Phone,Electronics,4,100000.0
481,2024-03-24,Neha Verma,neha.verma@example.com,East,Mobile Phone,Electronics,3,75000.0
586,2023-01-22,Priya Kumar,priya.kumar@example.com,East,Mobile Phone,Electronics,4,100000.0
610,2024-01-14,Priya Patel,priya.patel@example.com,East,Mobile Phone,Electronics,1,25000.0
642,2024-06-05,Karan Kumar,karan.kumar@example.com,East,Mobile Phone,Electronics,4,100000.0
677,2023-09-13,Simran Singh,simran.singh@example.com,East,Mobile Phone,Electronics,3,75000.0
717,2023-02-07,Priya Kumar,priya.kumar@example.com,East,Mobile Phone,Electronics,3,75000.0
764,2023-08-01,Amit Gupta,amit.gupta@example.com,East,Mobile Phone,Electronics,5,125000.0
770,2024-10-15,Neha Kumar,neha.kumar@example.com,East,Mobile Phone,Electronics,1,25000.0
864,2023-01-09,Neha Sharma,neha.sharma@example.com,East,Mobile Phone,Electronics,3,75000.0
909,2023-12-02,Pooja Kumar,pooja.kumar@example.com,East,Mobile Phone,Electronics,4,100000.0
917,2023-07-10,Arjun Reddy,arjun.reddy@example.com,East,Mobile Phone,Electronics,4,100000.0
954,2024-05-11,Karan Reddy,karan.reddy@example.com,East,Mobile Phone,Electronics,5,125000.0
974,2024-06-24,Priya Sharma,priya.sharma@example.com,East,Mobile Phone,Electronics,3,75000.0
10,2023-04-27,Arjun Gupta,arjun.gupta@example.com,South,Mobile Phone,Electronics,1,25000.0
49,2024-08-01,Neha Chopra,neha.chopra@example.com,South,Mobile Phone,Electronics,1,25000.0
116,2024-05-23,Ravi Verma,ravi.verma@example.com,South,Mobile Phone,Electronics,3,75000.0
123,2024-09-19,Amit Reddy,amit.reddy@example.com,South,Mobile Phone,Electronics,5,125000.0
125,2023-05-24,Karan Singh,karan.singh@example.com,South,Mobile Phone,Electronics,1,25000.0
185,2023-02-27,Arjun Patel,arjun.patel@example.com,South,Mobile Phone,Electronics,2,50000.0
191,2024-06-02,Neha Verma,neha.verma@example.com,South,Mobile Phone,Electronics,2,50000.0
192,2024-09-08,Ravi Chopra,ravi.chopra@example.com,South,Mobile Phone,Electronics,2,50000.0
229,2023-02-23,Priya Kumar,priya.kumar@example.com,South,Mobile Phone,Electronics,3,75000.0
302,2024-11-07,Rahul Singh,rahul.singh@example.com,South,Mobile Phone,Electronics,1,25000.0
313,2023-06-04,Arjun Patel,arjun.patel@example.com,South,Mobile Phone,Electronics,4,100000.0
336,2023-07-19,Ravi Reddy,ravi.reddy@example.com,South,Mobile Phone,Electronics,2,50000.0
425,2024-08-16,Rahul Singh,rahul.singh@example.com,South,Mobile Phone,Electronics,1,25000.0
458,2024-03-24,Pooja Sharma,pooja.sharma@example.com,South,Mobile Phone,Electronics,5,125000.0
488,2023-07-30,Simran Patel,simran.patel@example.com,South,Mobile Phone,Electronics,2,50000.0
522,2024-09-18,Karan Verma,karan.verma@example.com,South,Mobile Phone,Electronics,2,50000.0
556,2023-10-16,Amit Sharma,amit.sharma@example.com,South,Mobile Phone,Electronics,4,100000.0
559,2024-04-07,Pooja Singh,pooja.singh@example.com,South,Mobile Phone,Electronics,3,75000.0
583,2024-12-05,Karan Chopra,karan.chopra@example.com,South,Mobile Phone,Electronics,4,100000.0
632,2023-11-12,Ravi Chopra,ravi.chopra@example.com,South,Mobile Phone,Electronics,5,125000.0
682,2023-09-11,Rahul Iyer,rahul.iyer@example.com,South,Mobile Phone,Electronics,2,50000.0
790,2024-02-29,Simran Mehta,simran.mehta@example.com,South,Mobile Phone,Electronics,4,100000.0
845,2023-05-02,Rahul Iyer,rahul.iyer@example.com,South,Mobile Phone,Electronics,3,75000.0
849,2023-01-01,Rahul Verma,rahul.verma@example.com,South,Mobile Phone,Electronics,3,75000.0
853,2024-05-03,Ravi Patel,ravi.patel@example.com,South,Mobile Phone,Electronics,2,50000.0
865,2024-01-15,Arjun Chopra,arjun.chopra@example.com,South,Mobile Phone,Electronics,4,100000.0
871,2023-04-03,Priya Mehta,priya.mehta@example.com,South,Mobile Phone,Electronics,3,75000.0
879,2023-06-15,Neha Verma,neha.verma@example.com,South,Mobile Phone,Electronics,3,75000.0
905,2023-05-31,Arjun Gupta,arjun.gupta@example.com,South,Mobile Phone,Electronics,2,50000.0
1000,2024-05-20,Amit Reddy,amit.reddy@example.com,South,Mobile Phone,Electronics,3,75000.0
2,2023-10-08,Arjun Reddy,arjun.reddy@example.com,North,Mobile Phone,Electronics,4,100000.0
64,2023-09-28,Pooja Iyer,pooja.iyer@example.com,North,Mobile Phone,Electronics,3,75000.0
132,2023-05-20,Priya Mehta,priya.mehta@example.com,North,Mobile Phone,Electronics,3,75000.0
137,2024-02-26,Rahul Patel,rahul.patel@example.com,North,Mobile Phone,Electronics,1,25000.0
223,2023-03-28,Sneha Patel,sneha.patel@example.com,North,Mobile Phone,Electronics,2,50000.0
277,2023-04-15,Rahul Chopra,rahul.chopra@example.com,North,Mobile Phone,Electronics,3,75000.0
314,2023-04-19,Pooja Kumar,pooja.kumar@example.com,North,Mobile Phone,Electronics,4,100000.0
401,2024-07-20,Simran Patel,simran.patel@example.com,North,Mobile Phone,Electronics,5,125000.0
413,2024-11-20,Arjun Chopra,arjun.chopra@example.com,North,Mobile Phone,Electronics,4,100000.0
429,2023-05-27,Pooja Iyer,pooja.iyer@example.com,North,Mobile Phone,Electronics,5,125000.0
520,2023-11-04,Priya Kumar,priya.kumar@example.com,North,Mobile Phone,Electronics,1,25000.0
523,2024-01-28,Priya Kumar,priya.kumar@example.com,North,Mobile Phone,Electronics,4,100000.0
570,2023-08-26,Rahul Chopra,rahul.chopra@example.com,North,Mobile Phone,Electronics,4,100000.0
592,2023-10-17,Neha Verma,neha.verma@example.com,North,Mobile Phone,Electronics,2,50000.0
614,2023-10-13,Sneha Iyer,sneha.iyer@example.com,North,Mobile Phone,Electronics,3,75000.0
626,2024-05-21,Sneha Iyer,sneha.iyer@example.com,North,Mobile Phone,Electronics,2,50000.0
634,2024-08-01,Arjun Kumar,arjun.kumar@example.com,North,Mobile Phone,Electronics,5,125000.0
680,2023-03-27,Pooja Patel,pooja.patel@example.com,North,Mobile Phone,Electronics,4,100000.0
704,2024-01-22,Arjun Kumar,arjun.kumar@example.com,North,Mobile Phone,Electronics,5,125000.0
726,2023-11-12,Neha Verma,neha.verma@example.com,North,Mobile Phone,Electronics,3,75000.0
767,2023-01-13,Priya Gupta,priya.gupta@example.com,North,Mobile Phone,Electronics,2,50000.0
806,2023-12-11,Ravi Patel,ravi.patel@example.com,North,Mobile Phone,Electronics,4,100000.0
813,2024-07-23,Arjun Mehta,arjun.mehta@example.com,North,Mobile Phone,Electronics,3,75000.0
934,2024-09-22,Sneha Sharma,sneha.sharma@example.com,North,Mobile Phone,Electronics,1,25000.0
948,2023-06-10,Arjun Singh,arjun.singh@example.com,North,Mobile Phone,Electronics,5,125000.0
28,2024-11-11,Neha Kumar,neha.kumar@example.com,Central,Headphones,Accessories,4,12000.0
55,2023-11-07,Karan Reddy,karan.reddy@example.com,Central,Headphones,Accessories,5,15000.0
81,2023-09-10,Rahul Chopra,rahul.chopra@example.com,Central,Headphones,Accessories,1,3000.0
109,2023-07-06,Ravi Patel,ravi.patel@example.com,Central,Headphones,Accessories,4,12000.0
118,2024-12-14,Arjun Kumar,arjun.kumar@example.com,Central,Headphones,Accessories,5,15000.0
131,2024-05-13,Simran Verma,simran.verma@example.com,Central,Headphones,Accessories,2,6000.0
151,2024-08-23,Ravi Sharma,ravi.sharma@example.com,Central,Headphones,Accessories,2,6000.0
177,2023-12-07,Amit Gupta,amit.gupta@example.com,Central,Headphones,Accessories,4,12000.0
196,2024-08-23,Neha Sharma,neha.sharma@example.com,Central,Headphones,Accessories,1,3000.0
232,2024-05-14,Rahul Iyer,rahul.iyer@example.com,Central,Headphones,Accessories,4,12000.0
274,2024-12-10,Arjun Reddy,arjun.reddy@example.com,Central,Headphones,Accessories,3,9000.0
282,2024-03-03,Rahul Chopra,rahul.chopra@example.com,Central,Headphones,Accessories,5,15000.0
287,2023-07-22,Priya Mehta,priya.mehta@example.com,Central,Headphones,Accessories,5,15000.0
317,2024-03-12,Simran Patel,simran.patel@example.com,Central,Headphones,Accessories,3,9000.0
349,2024-10-24,Simran Singh,simran.singh@example.com,Central,Headphones,Accessories,1,3000.0
417,2023-04-10,Ravi Reddy,ravi.reddy@example.com,Central,Headphones,Accessories,3,9000.0
438,2024-10-07,Priya Singh,priya.singh@example.com,Central,Headphones,Accessories,4,12000.0
547,2023-12-13,Priya Chopra,priya.chopra@example.com,Central,Headphones,Accessories,5,15000.0
553,2023-09-08,Amit Gupta,amit.gupta@example.com,Central,Headphones,Accessories,1,3000.0
572,2023-02-06,Ravi Chopra,ravi.chopra@example.com,Central,Headphones,Accessories,4,12000.0
575,2023-08-01,Karan Sharma,karan.sharma@example.com,Central,Headphones,Accessories,1,3000.0
577,2023-03-28,Ravi Chopra,ravi.chopra@example.com,Central,Headphones,Accessories,3,9000.0
582,2024-06-12,Arjun Reddy,arjun.reddy@example.com,Central,Headphones,Accessories,4,12000.0
752,2024-05-11,Arjun Singh,arjun.singh@example.com,Central,Headphones,Accessories,5,15000.0
791,2024-08-15,Arjun Verma,arjun.verma@example.com,Central,Headphones,Accessories,3,9000.0
915,2023-12-04,Karan Singh,karan.singh@example.com,Central,Headphones,Accessories,3,9000.0
998,2024-11-30,Neha Iyer,neha.iyer@example.com,Central,Headphones,Accessories,2,6000.0
1,2024-04-05,Pooja Patel,pooja.patel@example.com,West,Headphones,Accessories,3,9000.0
12,2024-06-10,Simran Verma,simran.verma@example.com,West,Headphones,Accessories,1,3000.0
18,2024-04-21,Neha Verma,neha.verma@example.com,West,Headphones,Accessories,2,6000.0
76,2023-08-20,Simran Gupta,simran.gupta@example.com,West,Headphones,Accessories,5,15000.0
102,2023-08-10,Arjun Verma,arjun.verma@example.com,West,Headphones,Accessories,2,6000.0
111,2023-01-21,Neha Chopra,neha.chopra@example.com,West,Headphones,Accessories,3,9000.0
242,2024-01-29,Karan Singh,karan.singh@example.com,West,Headphones,Accessories,2,6000.0
262,2024-03-17,Amit Gupta,amit.gupta@example.com,West,Headphones,Accessories,5,15000.0
448,2023-10-09,Arjun Kumar,arjun.kumar@example.com,West,Headphones,Accessories,2,6000.0
456,2023-09-28,Simran Singh,simran.singh@example.com,West,Headphones,Accessories,2,6000.0
511,2023-05-26,Pooja Iyer,pooja.iyer@example.com,West,Headphones,Accessories,3,9000.0
512,2023-03-17,Neha Mehta,neha.mehta@example.com,West,Headphones,Accessories,3,9000.0
535,2024-04-23,Simran Mehta,simran.mehta@example.com,West,Headphones,Accessories,1,3000.0
627,2023-06-14,Priya Kumar,priya.kumar@example.com,West,Headphones,Accessories,2,6000.0
